Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,metal,rdkit_smi,pIC50,mw,logp
CHEMBL473478,,,458.58,0.0,4.9,26,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(CN2CCC3(CCNC3)CC2)cc1,IC50,'=',237.0,nM,6.62,,,UO_0000065,14.45,0.27,1.73,9.41,0,CHEMBL1027290,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1136848,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,0,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(CN2CCC3(CCNC3)CC2)cc1,-2.374748346010104,458.5810000000004,4.902700000000004
CHEMBL4205490,,,462.68,1.0,6.52,10g,CCCCCCCCn1c(NC2CCN(CCc3ccc(OC)cc3)CC2)nc2ccccc21,IC50,'=',3270.0,nM,5.49,,,UO_0000065,11.86,0.22,-1.03,12.96,0,CHEMBL4180224,Inhibition of human ERG expressed in Xenopus laevis oocytes by two-electrode voltage clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4177615,1,Scientific Literature,Bioorg Med Chem,2017.0,,,0,CCCCCCCCn1c(NC2CCN(CCc3ccc(OC)cc3)CC2)nc2ccccc21,-3.514547752660286,462.6820000000002,6.524400000000007
CHEMBL4788866,,,390.92,0.0,2.34,9; OATD-01,C[C@H]1CN(C2CCN(c3nc(N)n[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,IC50,'=',23000.0,nM,4.64,,,UO_0000065,11.87,0.23,2.3,5.57,0,CHEMBL4704019,Inhibition of tracer red binding to human ERG expressed in HEK293 cell membranes measured after 2 to 6 hrs by fluorescence polarization assay,B,BAO_0000249,cell membrane format,Homo sapiens,,,HEK293,Cell membrane,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4699582,1,Scientific Literature,J Med Chem,2020.0,,TIME: 2-6,0,C[C@H]1CN(C2CCN(c3nc(N)n[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,-4.361727836017593,390.9190000000001,2.341100000000001
CHEMBL3323078,,,561.62,2.0,5.18,9A,CCOC(=O)c1ccc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)nc1,IC50,'=',1611.0,nM,5.79,,,UO_0000065,10.31,0.19,0.61,5.1,0,CHEMBL3378637,Inhibition of human ERG by MK-499 displacement binding analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3352784,1,Scientific Literature,ACS Med Chem Lett,2014.0,,,0,CCOC(=O)c1ccc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)nc1,-3.207095540419218,561.6210000000002,5.181200000000004
CHEMBL2204247,,,506.53,1.0,2.47,2i,COc1cccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)n1,IC50,'=',17500.0,nM,4.76,,,UO_0000065,9.39,0.18,2.29,4.58,0,CHEMBL2216324,Displacement of [3H]-astemizole from human ERG expressed in HEK293 cells after 1 hr by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2203263,1,Scientific Literature,ACS Med Chem Lett,2012.0,CHEMBL3307715,,0,COc1cccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)n1,-4.243038048686294,506.5250000000002,2.4696000000000007
CHEMBL3219106,,,478.55,0.0,4.11,3,CC(C)n1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(O[C@@H](C)CO)c2)n1,IC50,'=',31000.0,nM,4.51,,,UO_0000065,9.42,0.18,0.4,4.26,0,CHEMBL3223680,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3217639,1,Scientific Literature,Medchemcomm,2012.0,,,0,CC(C)n1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(O[C@@H](C)CO)c2)n1,-4.491361693834273,478.54900000000026,4.114100000000003
CHEMBL1830693,,,243.3,0.0,2.67,9,c1ccc(Nc2nc(-c3cn[nH]c3)cs2)nc1,IC50,'=',33000.0,nM,4.48,,,UO_0000065,18.42,0.36,1.81,6.74,0,CHEMBL1831776,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1828519,1,Scientific Literature,J Med Chem,2011.0,,,0,c1ccc(Nc2nc(-c3cn[nH]c3)cs2)nc1,-4.518513939877887,243.29500000000004,2.6718
CHEMBL2146877,,,419.53,0.0,3.03,34,CCOc1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N,IC50,'=',670.0,nM,6.17,,,UO_0000065,14.72,0.27,3.14,9.38,0,CHEMBL2148626,Displacement of [35S]MK499 from human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2146432,1,Scientific Literature,ACS Med Chem Lett,2012.0,,,0,CCOc1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N,-2.8260748027008264,419.52500000000026,3.030180000000001
CHEMBL494265,,,335.4,0.0,3.42,9,COC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,IC50,'=',663.0,nM,6.18,,,UO_0000065,18.42,0.34,2.76,12.99,0,CHEMBL989030,Inhibition of human ERG channel in HEK293 cells by voltage-clamp method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1140111,1,Scientific Literature,J Med Chem,2008.0,CHEMBL3307715,,0,COC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,-2.821513528404773,335.403,3.419500000000002
CHEMBL3093968,,,263.81,0.0,4.01,22,CCCCN(CC)CC#CCc1ccc(Cl)cc1,IC50,'=',2654.0,nM,5.58,,,UO_0000065,21.14,0.42,1.57,172.1,0,CHEMBL3096732,Displacement of [3H]astemizole from human ERG channel expressed in HEK293 cell membrane after 1 hr by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3091311,1,Scientific Literature,J Med Chem,2013.0,CHEMBL3307715,,0,CCCCN(CC)CC#CCc1ccc(Cl)cc1,-3.4239009185284166,263.81199999999995,4.007900000000003
CHEMBL4795230,,,372.3,1.0,5.82,10,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(Cl)cc32)CCN1C,IC50,'=',900.0,nM,6.05,,,UO_0000065,16.24,0.33,0.23,21.88,0,CHEMBL4671572,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4665835,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,0,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(Cl)cc32)CCN1C,-2.9542425094393248,372.29900000000015,5.8216000000000045
CHEMBL561584,,,549.64,2.0,6.16,23,Cc1nccn1CC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccccc1,IC50,'=',26600.0,nM,4.58,,,UO_0000065,8.32,0.16,-1.58,8.3,0,CHEMBL1063190,Inhibition of human ERG expressed in CHO cells by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1152349,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,CHEMBL3308072,,0,Cc1nccn1CC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccccc1,-4.424881636631067,549.6410000000002,6.160820000000006
CHEMBL3318984,,,472.47,0.0,3.12,6,COc1cnc2ccc(=O)n(CCN3CCN(c4nc5cc(C(F)(F)F)ccc5[nH]4)CC3)c2c1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,10.58,0.2,1.88,6.31,0,CHEMBL3366645,Inhibition of human ERG by electrophysiology assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3352071,1,Scientific Literature,ACS Med Chem Lett,2014.0,,,0,COc1cnc2ccc(=O)n(CCN3CCN(c4nc5cc(C(F)(F)F)ccc5[nH]4)CC3)c2c1,-4.0,472.4710000000001,3.1224000000000016
CHEMBL250481,,,420.6,1.0,5.63,49,Cc1[nH]nc2c1c(=O)n(CCCN)c1cc(C3CCCCC3)c(C3CCCCC3)cc21,IC50,'=',5300.0,nM,5.28,,,UO_0000065,12.54,0.23,-0.35,6.88,0,CHEMBL941012,Binding affinity at hERG expressed in human embryonic kidney cells,B,BAO_0000219,cell-based format,Homo sapiens,,,kidney,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1139824,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,0,Cc1[nH]nc2c1c(=O)n(CCCN)c1cc(C3CCCCC3)c(C3CCCCC3)cc21,-3.724275869600789,420.6010000000004,5.630420000000005
CHEMBL559386,,,365.48,0.0,3.73,9,CC(C)Oc1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,IC50,'=',3981.07,nM,5.4,,,UO_0000065,14.78,0.27,1.67,14.99,0,CHEMBL1057876,Displacement of [3H]dofetilide from human ERG channel by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1152393,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,0,CC(C)Oc1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,-3.59999981394342,365.477,3.731600000000003
CHEMBL4098403,,,379.4,0.0,3.82,6u,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1,IC50,'=',3500.0,nM,5.46,,,UO_0000065,14.38,0.3,1.64,10.82,0,CHEMBL4042710,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential after 5 mins by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4041533,1,Scientific Literature,J Med Chem,2017.0,,,0,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1,-3.544068044350276,379.3980000000001,3.8161000000000014
CHEMBL3805335,,,632.74,2.0,6.29,1c,CC(=O)Nc1ccc2c3c(cccc13)C(=O)N(CCCCN1CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC1)C2=O,IC50,'=',182.0,nM,6.74,,,UO_0000065,10.65,0.2,0.45,6.77,0,CHEMBL3807756,Displacement of [3H] dofetilide from human ERG channel expressed in HEK293 cell membranes incubated for 2 hrs by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3804778,1,Scientific Literature,ACS Med Chem Lett,2016.0,CHEMBL3307715,,0,CC(=O)Nc1ccc2c3c(cccc13)C(=O)N(CCCCN1CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC1)C2=O,-2.2600713879850747,632.7400000000002,6.288000000000007
CHEMBL585509,,,425.45,1.0,5.26,2b,Fc1cc2c(cn1)C1(CCN(Cc3ccc(Nc4ccc(F)c(F)c4)cc3)CC1)OC2,IC50,'=',23.0,nM,7.64,,,UO_0000065,17.95,0.34,2.38,20.43,0,CHEMBL1039122,Displacement of [35S]MK-499 from human ERG expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1155989,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,CHEMBL3307715,,0,Fc1cc2c(cn1)C1(CCN(Cc3ccc(Nc4ccc(F)c(F)c4)cc3)CC1)OC2,-1.3617278360175928,425.4540000000002,5.264000000000004
CHEMBL4878766,,,393.92,1.0,5.1,36,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccccc43)C[C@@H]21,IC50,'=',780.0,nM,6.11,,,UO_0000065,15.51,0.3,1.01,13.02,0,CHEMBL4843281,Displacement of Tracer Red from human ERG measured after 4 hrs by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4842341,1,Scientific Literature,J Med Chem,2021.0,,TIME = 4.0 hr,0,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccccc43)C[C@@H]21,-2.8920946026904804,393.9180000000001,5.095400000000004
CHEMBL2031987,,,602.81,2.0,8.53,29,CC(C)(C)c1cc(C(=O)NC[C@@H]2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,IC50,'=',2000.0,nM,5.7,,,UO_0000065,9.45,0.18,-2.83,11.53,0,CHEMBL2033832,Inhibition of human Erg expressed in HEK293 cells by whole cell patch clamp analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2029256,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,CHEMBL3307715,,0,CC(C)(C)c1cc(C(=O)NC[C@@H]2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,-3.3010299956639813,602.8100000000001,8.530600000000005
CHEMBL2204592,,,407.48,0.0,2.26,20,CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1-c1cnn(C)c1,IC50,'=',12000.0,nM,4.92,,,UO_0000065,12.08,0.22,2.66,4.21,0,CHEMBL2216275,Inhibition of human ERG overexpressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2203133,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3307715,,0,CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1-c1cnn(C)c1,-4.079181246047625,407.4820000000001,2.25798
CHEMBL3983937,,,409.56,0.0,4.14,8b; single enantiomer 2,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccccc3)C2)n1C,IC50,'=',2884.03,nM,5.54,,,UO_0000065,13.53,0.26,1.4,9.24,0,CHEMBL3855279,Inhibition of human ERG transfected in HEK293 cells assessed as reduction in tail current by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3853329,1,Scientific Literature,J Med Chem,2016.0,CHEMBL3307715,,0,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccccc3)C2)n1C,-3.4599997736502672,409.55900000000014,4.140320000000003
CHEMBL4761704,,,537.61,1.0,4.13,21d,O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NCCc1ccccn1)c1cc(-c2ccc(F)cc2F)on1,IC50,'=',960.0,nM,6.02,,,UO_0000065,11.19,0.21,1.89,6.0,0,CHEMBL4706357,Inhibition of human ERG expressed in CHO cells at -40 mV holding potential by Q-patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4699667,1,Scientific Literature,J Med Chem,2020.0,,,0,O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NCCc1ccccn1)c1cc(-c2ccc(F)cc2F)on1,-2.9822712330395684,537.6110000000001,4.126700000000002
CHEMBL1951415,,,337.4,0.0,4.23,"1, PF-670462",Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1,IC50,'=',27700.0,nM,4.56,,,UO_0000065,13.51,0.25,0.33,6.55,0,CHEMBL2424274,Displacement of [3H]dofetilide from human ERG channel,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2417378,1,Scientific Literature,J Med Chem,2013.0,,,0,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1,-4.43695733066945,337.4020000000002,4.233600000000003
CHEMBL1091782,,,316.49,0.0,4.61,"18, (-)-R",C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12,IC50,'=',1700.0,nM,5.77,,,UO_0000065,18.23,0.38,1.16,35.77,0,CHEMBL1106982,Inhibition of human ERG expressed in HEK cells assessed as blockade of potassium tail current by standard patch clamp analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1156278,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,CHEMBL3307715,,0,C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12,-3.230448921378274,316.495,4.613700000000003
CHEMBL3408390,,,550.65,2.0,7.02,18j,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1/N=c1\sc(C(=O)Nc2ccccc2)nn1-c1ccccc1,IC50,'=',8400.0,nM,5.08,,,UO_0000065,9.22,0.17,-1.94,5.29,0,CHEMBL3413736,Inhibition of human ERG assessed as reduction in channel current expressed in HEK cells by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3407353,1,Scientific Literature,Eur J Med Chem,2015.0,CHEMBL3307715,,0,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1/N=c1\sc(C(=O)Nc2ccccc2)nn1-c1ccccc1,-3.9242792860618816,550.6470000000002,7.019180000000006
CHEMBL1779710,EVOGLIPTIN,3.0,401.43,0.0,1.51,"5f, DA-1229",CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',79600.0,nM,4.1,,,UO_0000065,10.21,0.2,2.59,4.84,0,CHEMBL1781167,Inhibition of human ERG by patch clamp method,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1777686,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,0,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,-4.900913067737669,401.4290000000001,1.5058999999999998
CHEMBL4103161,,,377.89,0.0,4.3,47,COc1ccc(/C=C/CN(C)Cc2ccc3c(c2)OCCC3)c(F)c1,IC50,'=',3100.0,nM,5.51,,,UO_0000065,16.13,0.3,1.21,25.39,0,CHEMBL4019656,Inhibition of human ERG expressed in CHO cells after 3 mins at -80 mV holding potential by automated patch clamp method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4017515,1,Scientific Literature,J Med Chem,2017.0,,,0,COc1ccc(/C=C/CN(C)Cc2ccc3c(c2)OCCC3)c(F)c1,-3.4913616938342726,341.4260000000001,4.304500000000004
CHEMBL4217292,APINOCALTAMIDE,2.0,425.41,0.0,3.97,66b; ACT-709478,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,IC50,'=',5500.0,nM,5.26,,,UO_0000065,12.36,0.23,1.29,6.29,0,CHEMBL4181782,Inhibition of human ERG by patch clamp method,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4177680,1,Scientific Literature,J Med Chem,2017.0,,,0,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,-3.740362689494244,425.4140000000001,3.973180000000002
CHEMBL1270208,,,421.81,0.0,4.67,31,O=C(NCc1cccnc1OCC(F)(F)F)c1cncc(-c2ccc(Cl)cc2)c1,IC50,'=',19000.0,nM,4.72,,,UO_0000065,11.19,0.22,0.05,7.36,0,CHEMBL1272892,Inhibition of human ERG by Isotopic flux assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1268885,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,0,O=C(NCc1cccnc1OCC(F)(F)F)c1cncc(-c2ccc(Cl)cc2)c1,-4.278753600952829,421.806,4.668100000000004
CHEMBL3974814,,,440.33,0.0,3.62,9,CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1c[nH]nn1,IC50,'=',8600.0,nM,5.07,,,UO_0000065,11.5,0.24,1.45,5.54,0,CHEMBL4123931,Inhibition of human ERG expressed in CHO-K1 cells at -90 mV holding potential by Qpatch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4118209,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,,,0,CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1c[nH]nn1,-3.934498451243568,440.3310000000001,3.6224000000000016
CHEMBL488817,,,431.38,0.0,4.73,(S)-5,CC1(C)C[C@@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1,IC50,'=',2900.0,nM,5.54,,,UO_0000065,,,,,0,CHEMBL952419,Antagonist activity at human ERG by voltage-clamp electrophysiology assay,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1157496,1,Scientific Literature,J Med Chem,2008.0,,,0,CC1(C)C[C@@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1,-3.524396122103842,431.37900000000025,4.732500000000004
CHEMBL4536433,,,362.39,0.0,3.63,12; GNF-Pf-3587,Cc1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,IC50,'=',8950.0,nM,5.05,,,UO_0000065,13.93,0.27,1.42,12.27,0,CHEMBL4392036,Inhibition of Tracer Red binding to human ERG expressed in membranes by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4390670,1,Scientific Literature,J Med Chem,2019.0,,,0,Cc1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,-3.951823035315912,362.395,3.6332200000000014
CHEMBL3408384,,,487.59,1.0,6.28,18c,CC(=O)c1nn(-c2ccc(C)cc2)/c(=N/c2nc(-c3ccccc3)cc(-c3ccccc3)c2C#N)s1,IC50,'=',28700.0,nM,4.54,,,UO_0000065,9.32,0.17,-1.74,5.41,0,CHEMBL3413736,Inhibition of human ERG assessed as reduction in channel current expressed in HEK cells by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3407353,1,Scientific Literature,Eur J Med Chem,2015.0,CHEMBL3307715,,0,CC(=O)c1nn(-c2ccc(C)cc2)/c(=N/c2nc(-c3ccccc3)cc(-c3ccccc3)c2C#N)s1,-4.457881896733992,487.58800000000014,6.277900000000005
CHEMBL4225190,,,579.7,2.0,6.63,25,CCOc1cc([C@H](c2cc3cc(C#N)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OCC)n1,IC50,'=',3300.0,nM,5.48,,,UO_0000065,9.46,0.17,-1.15,5.43,0,CHEMBL4221368,Inhibition of human ERG by patch clamp assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4219096,1,Scientific Literature,Bioorg Med Chem,2018.0,,,0,CCOc1cc([C@H](c2cc3cc(C#N)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OCC)n1,-3.5185139398778875,579.6970000000002,6.630080000000007
CHEMBL1829609,,,459.51,0.0,3.96,8b,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@H](c3ccccc3)CC2)C1,IC50,'=',4000.0,nM,5.4,,,UO_0000065,11.75,0.22,1.44,8.79,0,CHEMBL1831617,Displacement of [3H]astemizole from human ERG expressed in HEK293 cells after 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1828623,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3307715,,0,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@H](c3ccccc3)CC2)C1,-3.6020599913279625,459.5120000000003,3.9620000000000033
CHEMBL1788304,,,506.02,0.0,4.9,R-18,CN1Cc2ccccc2[C@H](c2ccc(F)cc2F)N=C1CCc1ccc(NS(C)(=O)=O)cc1,IC50,'=',85000.0,nM,4.07,,,UO_0000065,,,,,0,CHEMBL684971,Blockade of the delayed rectifier K+ current (IKr) of guinea pig myocytes,F,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1128716,1,Scientific Literature,J Med Chem,1995.0,,,0,CN1Cc2ccccc2[C@H](c2ccc(F)cc2F)N=C1CCc1ccc(NS(C)(=O)=O)cc1,-4.929418925714293,469.5570000000002,4.902400000000005
